Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW]
Oct,30,Monday,2,3,49.7,0,0,52.7
Oct,30,Monday,3,3,54.8,0,0,52.7
Oct,30,Monday,4,3,59.6,0,0,52.8
Oct,30,Monday,5,3,56.5,0,0,94.6
Oct,30,Monday,6,2,519.7,0,0,286.7
Oct,30,Monday,7,2.2,453.7,0,0,488.4
Oct,30,Monday,8,2.6,375.2,0,0,1003.4
Oct,30,Monday,9,2.9,371,0,0,1020.6
Oct,30,Monday,10,3.3,273.7,0,0,1020.9
Oct,30,Monday,11,4,224.7,0,0,1021.6
Oct,30,Monday,12,5,231.7,0,0,1868.2
Oct,30,Monday,13,5.7,188.9,0,0,1224.8
Oct,30,Monday,14,6,186.4,19.5,5.7,1021.9
Oct,30,Monday,15,6,182.3,19.8,5.8,1328.5
Oct,30,Monday,16,5,172.8,0,0,1023.3
Oct,30,Monday,17,5,303.6,0,0,690.8
Oct,30,Monday,18,5,406.7,0,0,508.9
Oct,30,Monday,19,3.7,408.7,0,0,509.1
Oct,30,Monday,20,3,429.7,0,0,420.4
Oct,30,Monday,21,2,439.6,0,0,401.5
Oct,30,Monday,22,0.8,7.5,0,0,117.9
Oct,30,Monday,23,1,9.5,0,0,76.1
Oct,31,Tuesday,0,0,11.2,0,0,76
Oct,31,Tuesday,1,0.2,13.1,0,0,76
Oct,31,Tuesday,2,1,14.2,0,0,76.2
Oct,31,Tuesday,3,0,19.4,0,0,76.1
Oct,31,Tuesday,4,0.3,21.7,0,0,76.1
Oct,31,Tuesday,5,0,22.9,0,0,118
Oct,31,Tuesday,6,0,536.2,0,0,310.5
Oct,31,Tuesday,7,1,455.5,0,0,488.1
Oct,31,Tuesday,8,2,251,0,0,1003.3
Oct,31,Tuesday,9,3,239.4,0,0,1020.9
Oct,31,Tuesday,10,6,183.5,20,5.9,1022
Oct,31,Tuesday,11,7,168.9,20.6,6.1,1022.3
Oct,31,Tuesday,12,8,158.3,20,6,1867.3
Oct,31,Tuesday,13,9.1,130.8,28.1,8.5,1223.5
Oct,31,Tuesday,14,8,141.2,30.6,9.2,1025.3
Oct,31,Tuesday,15,5,163.8,0,0,1331
Oct,31,Tuesday,16,5.4,149,42.1,12.3,1028.5
Oct,31,Tuesday,17,5,208.5,0,0,690.9
Oct,31,Tuesday,18,5,300.7,0,0,509.1
Oct,31,Tuesday,19,5.3,294.9,0,0,511.7
Oct,31,Tuesday,20,5.9,320.2,15.8,4.7,420.8
Oct,31,Tuesday,21,6.4,322.1,15.5,4.6,402.2
Oct,31,Tuesday,22,7.2,3.1,14.7,4.4,118.8
Oct,31,Tuesday,23,8.3,3.3,14.4,4.3,76.9
Nov,1,Wednesday,0,9.7,2.9,14.4,4.4,76.9
Nov,1,Wednesday,1,11.2,2.6,14.4,4.4,77
Nov,1,Wednesday,2,12.6,2.1,14.4,4.5,77
Nov,1,Wednesday,3,13.5,2,14.4,4.5,77.1
Nov,1,Wednesday,4,14,1.2,14.3,4.5,77
Nov,1,Wednesday,5,14.2,2,14.3,4.5,77.1
Nov,1,Wednesday,6,14.5,1.9,14.2,4.5,77
Nov,1,Wednesday,7,14,1.2,14.2,4.5,77
Nov,1,Wednesday,8,12,1.2,14.1,4.4,77.2
Nov,1,Wednesday,9,12.8,0.1,14.1,4.4,76
Nov,1,Wednesday,10,13.7,0.1,14.2,4.5,88.6
Nov,1,Wednesday,11,14,0.1,14.2,4.5,88.6
Nov,1,Wednesday,12,14.4,0.1,14.2,4.5,1026.5
Nov,1,Wednesday,13,14.7,0.1,15.4,4.9,296.9
Nov,1,Wednesday,14,14.1,0.1,15.8,5,98.9
Nov,1,Wednesday,15,13.4,0.1,16,5,406.7
Nov,1,Wednesday,16,12.8,0.2,16.3,5.1,102.1
Nov,1,Wednesday,17,12.1,0.3,13.7,4.3,94.3
Nov,1,Wednesday,18,11.3,0.3,13.5,4.2,83.3
Nov,1,Wednesday,19,10.6,0.3,13.5,4.2,76.6
Nov,1,Wednesday,20,11,0.3,13.5,4.2,76.6
Nov,1,Wednesday,21,10,1.4,13.5,4.1,76.6
Nov,1,Wednesday,22,9.8,1.6,13.4,4.1,76.6
Nov,1,Wednesday,23,9.5,2.6,13.4,4.1,76.6
Nov,2,Thursday,0,9.1,2.9,13.4,4.1,76.6
Nov,2,Thursday,1,8.8,3.6,13.4,4,76.6
Nov,2,Thursday,2,8.5,4.1,13.4,4,76.5
Nov,2,Thursday,3,8.1,5.1,13.4,4,76.5
Nov,2,Thursday,4,7.8,5.6,13.3,4,76.5
Nov,2,Thursday,5,7.4,5.9,13.5,4,118.4
Nov,2,Thursday,6,7,354.9,13.5,4,311.2
Nov,2,Thursday,7,6.6,334.5,14.6,4.3,490.8
Nov,2,Thursday,8,7.3,187.4,21.3,6.3,1006.6
Nov,2,Thursday,9,8,165.5,19.6,5.9,1022.8
Nov,2,Thursday,10,8.6,140.9,21.1,6.4,1022.5
Nov,2,Thursday,11,9,133.5,26.3,8,1024.1
Nov,2,Thursday,12,9.2,126.7,22.2,6.7,1868
Nov,2,Thursday,13,9.5,89.8,42.9,13.1,1228.1
Nov,2,Thursday,14,9.7,90,56.4,17.2,1034.1
Nov,2,Thursday,15,10,82.9,65,19.9,1344.5
Nov,2,Thursday,16,9.3,82.8,74.5,22.6,1042.6
Nov,2,Thursday,17,9,142,18.2,5.5,692.6
Nov,2,Thursday,18,8.2,246.8,16.6,5,509.3
Nov,2,Thursday,19,7.4,209.9,16.5,4.9,509.3
Nov,2,Thursday,20,6.8,282.4,15.8,4.7,420.9
Nov,2,Thursday,21,6.2,306.6,15.3,4.5,402.1
Nov,2,Thursday,22,5.6,1.2,0,0,122.6
Nov,2,Thursday,23,5.4,2.6,0,0,79.8
Nov,3,Friday,0,5.1,3,0,0,78.9
Nov,3,Friday,1,4.9,3.7,0,0,78.4
Nov,3,Friday,2,4,4.5,0,0,77.3
Nov,3,Friday,3,3,6.3,0,0,76.7
Nov,3,Friday,4,2.1,7.9,0,0,76.4
Nov,3,Friday,5,2,8.5,0,0,118.2
Nov,3,Friday,6,1.4,447.6,0,0,310.8
Nov,3,Friday,7,0.9,417.1,0,0,490.1
Nov,3,Friday,8,2.4,192.6,0,0,1004.9
Nov,3,Friday,9,4,176.5,0,0,1024.9
Nov,3,Friday,10,5.5,145.9,81.6,23.9,1040
Nov,3,Friday,11,6.6,108.4,104.5,31,1047.1
Nov,3,Friday,12,7.7,102.2,85,25.4,1886.7
Nov,3,Friday,13,8.8,69.2,133.2,40.3,1255.3
Nov,3,Friday,14,8.3,72.1,140.5,42.3,1059.2
Nov,3,Friday,15,7.8,70.9,130.1,39,1363.6
Nov,3,Friday,16,7.3,82.6,130.7,39,1059
Nov,3,Friday,17,6.3,115.4,32.4,9.6,696.7
Nov,3,Friday,18,5.3,230.3,0,0,512
Nov,3,Friday,19,4.3,210.2,0,0,509.8
Nov,3,Friday,20,3.3,257.7,0,0,420.7
Nov,3,Friday,21,2.4,327.9,0,0,401.7
Nov,3,Friday,22,1.4,0.2,0,0,118
Nov,3,Friday,23,1.2,0.3,0,0,76.1
Nov,4,Saturday,0,1.1,0.8,0,0,76.1
Nov,4,Saturday,1,0.9,1,0,0,76
Nov,4,Saturday,2,0,2.2,0,0,75.8
Nov,4,Saturday,3,0.6,2.5,0,0,75.9
Nov,4,Saturday,4,1.2,3.8,0,0,76.1
Nov,4,Saturday,5,0.9,6.5,0,0,76
Nov,4,Saturday,6,0.5,460.2,0,0,310.6
Nov,4,Saturday,7,0.2,464,0,0,312.8
Nov,4,Saturday,8,1.1,394.5,0,0,487.5
Nov,4,Saturday,9,2.1,370.3,0,0,500
Nov,4,Saturday,10,3,321.6,0,0,513.2
Nov,4,Saturday,11,4,307,0,0,514.9
Nov,4,Saturday,12,4.5,338.3,0,0,1318.6
Nov,4,Saturday,13,5.1,334.6,0,0,590.9
Nov,4,Saturday,14,4.6,329.1,0,0,390.7
Nov,4,Saturday,15,4,353.6,0,0,696.4
Nov,4,Saturday,16,3.5,357.7,0,0,391.4
Nov,4,Saturday,17,2.9,385.9,0,0,309.2
Nov,4,Saturday,18,2.2,0.3,0,0,96.3
Nov,4,Saturday,19,1.6,0.4,0,0,63.1
Nov,4,Saturday,20,1.3,0.5,0,0,63.1
Nov,4,Saturday,21,1,1,0,0,54.2
Nov,4,Saturday,22,0.6,3.4,0,0,52
Nov,4,Saturday,23,0.3,7.6,0,0,52.1
Nov,5,Sunday,0,0.1,9.3,0,0,52.1
Nov,5,Sunday,1,-0.2,11.5,0,0,52.1
Nov,5,Sunday,2,-0.4,20.1,0,0,52.2
Nov,5,Sunday,3,-0.6,27.7,0,0,52.4
Nov,5,Sunday,4,-0.8,39.4,0,0,52.5
Nov,5,Sunday,5,-0.8,47.6,0,0,52.6
Nov,5,Sunday,6,-0.8,53.1,0,0,52.7
Nov,5,Sunday,7,-0.8,50.3,0,0,52.7
Nov,5,Sunday,8,0,42.2,0,0,52.8
Nov,5,Sunday,9,1.7,37.6,0,0,75.7
Nov,5,Sunday,10,3.5,27.1,0,0,90.1
Nov,5,Sunday,11,4.5,22.9,0,0,94.5
Nov,5,Sunday,12,5.5,16.1,63.7,18.7,1043
Nov,5,Sunday,13,6.5,11.8,71.1,21,315.6
Nov,5,Sunday,14,6.2,19.5,56.5,16.7,112.6
Nov,5,Sunday,15,6,28.7,37,10.9,413.9
Nov,5,Sunday,16,4.1,39.2,0,0,104.6
Nov,5,Sunday,17,3.4,44.6,0,0,96.3
Nov,5,Sunday,18,2.7,52,0,0,84.5
Nov,5,Sunday,19,2,61.4,0,0,77.4
Nov,5,Sunday,20,1.7,65.4,0,0,77.1
Nov,5,Sunday,21,1.5,69,0,0,77
Nov,5,Sunday,22,1.2,72.6,0,0,53
Nov,5,Sunday,23,1,75.7,0,0,53
Nov,6,Monday,0,0.8,78.7,0,0,53.1
Nov,6,Monday,1,0.6,81.2,0,0,53.1
Nov,6,Monday,2,0.3,84.7,0,0,53.2
Nov,6,Monday,3,0,87.5,0,0,53.2
Nov,6,Monday,4,-0.3,90.5,0,0,53.3
Nov,6,Monday,5,-0.4,85.6,0,0,95
Nov,6,Monday,6,-0.6,623.9,0,0,310.4
Nov,6,Monday,7,-0.7,537.5,0,0,489.8
Nov,6,Monday,8,0.7,370,0,0,1006
Nov,6,Monday,9,2.1,313.3,0,0,1025
Nov,6,Monday,10,3.5,306.1,116.7,33.6,1049.7
Nov,6,Monday,11,5,306.1,146.7,42.8,1058.9
Nov,6,Monday,12,7,292.9,152.7,45.4,1906.7
Nov,6,Monday,13,8.3,234.6,173.3,52.1,1267.2
Nov,6,Monday,14,7.9,197.5,161,48.3,1065.2
Nov,6,Monday,15,7.4,152.2,132.5,39.5,1364.1
Nov,6,Monday,16,7,155.2,124.3,37,1057
Nov,6,Monday,17,5.7,302.3,70.3,20.7,707.8
Nov,6,Monday,18,4.5,347.9,0,0,512.8
Nov,6,Monday,19,3.2,336.8,0,0,510.5
Nov,6,Monday,20,2.6,349,0,0,420.8
Nov,6,Monday,21,2,364.6,0,0,401.7
Nov,6,Monday,22,0.7,1.9,0,0,117.8
Nov,6,Monday,23,0.5,2.4,0,0,75.9
Nov,7,Tuesday,0,0.4,3.4,0,0,75.9
Nov,7,Tuesday,1,0.2,4.8,0,0,75.9
Nov,7,Tuesday,2,0.5,5.3,0,0,76
Nov,7,Tuesday,3,0.7,8,0,0,76
Nov,7,Tuesday,4,1,11.6,0,0,76.1
Nov,7,Tuesday,5,0.8,12.3,0,0,118
Nov,7,Tuesday,6,0.7,505.8,0,0,310.7
Nov,7,Tuesday,7,0.5,444.3,0,0,490
Nov,7,Tuesday,8,1.7,257.6,0,0,1007.1
Nov,7,Tuesday,9,3,178.5,0,0,1026.4
Nov,7,Tuesday,10,5.7,140.5,136.4,40.1,1056.2
Nov,7,Tuesday,11,7,128.5,170.2,50.6,1066.7
Nov,7,Tuesday,12,8.3,136.3,179.6,54.1,1915.4
Nov,7,Tuesday,13,9.6,115.7,211.4,64.4,1279.4
Nov,7,Tuesday,14,8.9,126.5,196.6,59.5,1076.4
Nov,7,Tuesday,15,8.1,135.2,167.5,50.3,1374.9
Nov,7,Tuesday,16,7.4,140.6,161.6,48.2,1068.2
Nov,7,Tuesday,17,6,182.1,80.8,23.8,710.9
Nov,7,Tuesday,18,4,223.6,0,0,512.5
Nov,7,Tuesday,19,2.5,231,0,0,510.2
Nov,7,Tuesday,20,2,297.3,0,0,420.7
Nov,7,Tuesday,21,2.1,337,0,0,401.9
Nov,7,Tuesday,22,2.3,0.7,0,0,118.3
Nov,7,Tuesday,23,1.7,1.6,0,0,76.2
Nov,8,Wednesday,0,1.1,2.2,0,0,76
Nov,8,Wednesday,1,0.5,2.7,0,0,75.9
Nov,8,Wednesday,2,1.2,3.5,0,0,76.1
Nov,8,Wednesday,3,2,4.2,0,0,76.3
Nov,8,Wednesday,4,2.7,4.6,0,0,76.5
Nov,8,Wednesday,5,2.3,5.3,0,0,118.3
Nov,8,Wednesday,6,1.9,421.4,0,0,311
Nov,8,Wednesday,7,1.5,391.3,0,0,490.2
Nov,8,Wednesday,8,3,169.8,0,0,1007.5
Nov,8,Wednesday,9,4,159,0,0,1025.5
Nov,8,Wednesday,10,6.4,133.8,67.7,20,1036.2
Nov,8,Wednesday,11,6.6,128.7,73.1,21.7,1037.8
Nov,8,Wednesday,12,6.9,139.9,51.2,15.2,1876.5
Nov,8,Wednesday,13,7.1,138.8,88.9,26.5,1241.5
Nov,8,Wednesday,14,7,132.2,93.5,27.8,1044.7
Nov,8,Wednesday,15,6.6,125.1,95,28.1,1352.8
Nov,8,Wednesday,16,6.2,129.6,97.7,28.9,1048.9
Nov,8,Wednesday,17,6.1,168.5,19.8,5.8,693
Nov,8,Wednesday,18,6,243.1,16.9,5,509.3
Nov,8,Wednesday,19,5.8,194.8,0,0,514
Nov,8,Wednesday,20,5.9,285.7,16,4.7,420.9
Nov,8,Wednesday,21,6,253.4,15.7,4.6,402.2
Nov,8,Wednesday,22,6.1,0.2,14.7,4.3,118.7
Nov,8,Wednesday,23,6.1,1.7,14.3,4.2,76.7
Nov,9,Thursday,0,6.2,2,14.2,4.2,76.7
Nov,9,Thursday,1,6.2,3.9,14.2,4.2,76.7
Nov,9,Thursday,2,6,4.6,14.1,4.1,76.7
Nov,9,Thursday,3,5.9,5.4,0,0,82.4
Nov,9,Thursday,4,5.8,6,0,0,81.6
Nov,9,Thursday,5,5.8,6.4,0,0,123.6
Nov,9,Thursday,6,5.8,393.3,0,0,316.3
Nov,9,Thursday,7,5.8,264.8,0,0,495.9
Nov,9,Thursday,8,6,164.3,27.7,8.2,1008.4
Nov,9,Thursday,9,6.1,140.2,34.4,10.1,1027
Nov,9,Thursday,10,6.3,147.6,38.9,11.5,1027.6
Nov,9,Thursday,11,6.6,134.7,50,14.8,1030.9
Nov,9,Thursday,12,7,143.8,34,10.1,1871.4
Nov,9,Thursday,13,7,130.3,75.7,22.5,1237.5
Nov,9,Thursday,14,6.5,121,78.8,23.3,1040.2
Nov,9,Thursday,15,6,117,75.7,22.3,1346.9
Nov,9,Thursday,16,6.1,119.6,87.7,25.9,1045.9
Nov,9,Thursday,17,6,175.8,18.6,5.5,692.6
Nov,9,Thursday,18,5.8,233.2,0,0,514
Nov,9,Thursday,19,5.7,239.5,0,0,513.6
Nov,9,Thursday,20,6,288.4,16,4.7,420.9
Nov,9,Thursday,21,5.8,323.8,0,0,407.1
Nov,9,Thursday,22,5.7,4.3,0,0,123.3
Nov,9,Thursday,23,5.7,5.9,0,0,81.4
Nov,10,Friday,0,5.6,6.7,0,0,80.8
Nov,10,Friday,1,5.6,7.3,0,0,80.8
Nov,10,Friday,2,5.3,8.9,0,0,79.5
Nov,10,Friday,3,5,9.7,0,0,78.7
Nov,10,Friday,4,5.4,10.5,0,0,79.8
Nov,10,Friday,5,5.1,11.9,0,0,121
Nov,10,Friday,6,4.8,400.3,0,0,313
Nov,10,Friday,7,4.5,286.4,0,0,492
Nov,10,Friday,8,4.5,201.5,0,0,1007.5
Nov,10,Friday,9,4.5,182.6,0,0,1024.6
Nov,10,Friday,10,4.5,166.6,0,0,1024.4
Nov,10,Friday,11,4.7,152.6,0,0,1025.4
Nov,10,Friday,12,5,175,0,0,1869.8
Nov,10,Friday,13,4.3,150.6,0,0,1224.1
Nov,10,Friday,14,4,144.3,0,0,1025.9
Nov,10,Friday,15,4,137.9,0,0,1333.9
Nov,10,Friday,16,4.1,132,0,0,1029.6
Nov,10,Friday,17,3,212.9,0,0,691.8
Nov,10,Friday,18,1.9,318.2,0,0,508.3
Nov,10,Friday,19,0.8,326.6,0,0,508
Nov,10,Friday,20,0.6,356.9,0,0,419.7
Nov,10,Friday,21,0.3,422,0,0,401.1
Nov,10,Friday,22,0.1,11.5,0,0,117.9
Nov,10,Friday,23,-0.1,14,0,0,76
Nov,11,Saturday,0,-0.2,15.3,0,0,76
Nov,11,Saturday,1,-0.4,16.5,0,0,76
Nov,11,Saturday,2,-0.7,17.8,0,0,76
Nov,11,Saturday,3,-1.1,19.7,0,0,76
Nov,11,Saturday,4,-1.4,21.6,0,0,75.9
Nov,11,Saturday,5,-2,24.4,0,0,75.9
Nov,11,Saturday,6,-2,26.8,0,0,76
Nov,11,Saturday,7,-1.8,27.5,0,0,76
Nov,11,Saturday,8,-1,25,0,0,76.3
Nov,11,Saturday,9,-0.7,27.1,0,0,75.1
Nov,11,Saturday,10,-0.4,23.6,0,0,87.7
Nov,11,Saturday,11,0,23.8,0,0,87.8
Nov,11,Saturday,12,0,23.3,0,0,1025.6
Nov,11,Saturday,13,-0.4,29.8,0,0,295.6
Nov,11,Saturday,14,-0.2,35.3,0,0,97.6
Nov,11,Saturday,15,-0.1,44,0,0,405.4
Nov,11,Saturday,16,0.1,49.8,0,0,101
Nov,11,Saturday,17,-0.1,59.4,0,0,94.2
Nov,11,Saturday,18,-0.2,69,0,0,83.4
Nov,11,Saturday,19,-0.4,77.4,0,0,76.8
Nov,11,Saturday,20,0,82.7,0,0,77
Nov,11,Saturday,21,-0.3,93,0,0,77.1
Nov,11,Saturday,22,-0.6,108,0,0,53.5
Nov,11,Saturday,23,-0.8,122.8,0,0,53.7
Nov,12,Sunday,0,-1.1,136.3,0,0,53.9
Nov,12,Sunday,1,-1.3,148.2,0,0,54.1
Nov,12,Sunday,2,-1.7,160.1,0,0,54.3
Nov,12,Sunday,3,-2,168.9,0,0,54.4
Nov,12,Sunday,4,-2.4,177.9,0,0,54.5
Nov,12,Sunday,5,-3,188.1,0,0,54.7
Nov,12,Sunday,6,-3,192.1,0,0,54.7
Nov,12,Sunday,7,-2.6,190.5,0,0,54.7
Nov,12,Sunday,8,-2,174.3,0,0,54.8
Nov,12,Sunday,9,-2,154.6,0,0,53.2
Nov,12,Sunday,10,-1.9,119.4,0,0,65.3
Nov,12,Sunday,11,-1.3,86,0,0,64.8
Nov,12,Sunday,12,-0.8,66.7,0,0,1002.4
Nov,12,Sunday,13,-0.2,65.1,0,0,272.4
Nov,12,Sunday,14,-0.7,76.8,0,0,74.4
Nov,12,Sunday,15,-1.3,102.8,0,0,382.5
Nov,12,Sunday,16,-1.8,116,0,0,78.1
Nov,12,Sunday,17,-2.4,135.9,0,0,71.5
Nov,12,Sunday,18,-3,153.2,0,0,60.8
Nov,12,Sunday,19,-3.6,166.7,0,0,54.4
Nov,12,Sunday,20,-3.8,173.7,0,0,54.5
Nov,12,Sunday,21,-3.9,179.8,0,0,54.6
Nov,12,Sunday,22,-4.1,186.9,0,0,54.7
Nov,12,Sunday,23,-4.1,193.6,0,0,54.8
Nov,13,Monday,0,-4.1,198.4,0,0,54.8
Nov,13,Monday,1,-4.1,202.6,0,0,54.9
Nov,13,Monday,2,-4.6,232.2,0,0,55.3
Nov,13,Monday,3,-5.1,252.2,0,0,55.6
Nov,13,Monday,4,-5.6,268.1,0,0,55.8
Nov,13,Monday,5,-6,254.7,0,0,97.5
Nov,13,Monday,6,-6,1111.9,0,0,286.7
Nov,13,Monday,7,-6,957.5,0,0,489.4
Nov,13,Monday,8,-5,618.6,0,0,1003.3
Nov,13,Monday,9,-4.1,543.1,0,0,1020
Nov,13,Monday,10,-3.1,500.1,0,0,1019.3
Nov,13,Monday,11,-3,497.7,0,0,1019.3
Nov,13,Monday,12,-2.4,492.2,0,0,1864.6
Nov,13,Monday,13,-1.8,455.5,0,0,1218.5
Nov,13,Monday,14,-2.1,459.5,0,0,1020.3
Nov,13,Monday,15,-2.5,491.3,0,0,1327.9
Nov,13,Monday,16,-2.8,490.5,0,0,1023.3
Nov,13,Monday,17,-3.9,584.4,0,0,690.2
Nov,13,Monday,18,-5,644.1,0,0,507.3
Nov,13,Monday,19,-6.1,680.9,0,0,507.2
Nov,13,Monday,20,-6,701.8,0,0,419
Nov,13,Monday,21,-6.6,714.1,0,0,400.5
Nov,13,Monday,22,-7.2,21.7,0,0,117.5
Nov,13,Monday,23,-7.4,49.7,0,0,76
Nov,14,Tuesday,0,-7.6,62,0,0,76.2
Nov,14,Tuesday,1,-7.8,73.7,0,0,76.3
Nov,14,Tuesday,2,-8,85,0,0,76.5
Nov,14,Tuesday,3,-8,93.5,0,0,76.6
Nov,14,Tuesday,4,-7.9,100.5,0,0,76.7
Nov,14,Tuesday,5,-8,101.4,0,0,118.6
Nov,14,Tuesday,6,-7.6,861.3,0,0,310
Nov,14,Tuesday,7,-7.2,777.5,0,0,489.3
Nov,14,Tuesday,8,-6.3,635.2,0,0,1003.3
Nov,14,Tuesday,9,-5.3,589.1,0,0,1020
Nov,14,Tuesday,10,-4.4,560.2,0,0,1019.3
Nov,14,Tuesday,11,-4,550.1,0,0,1019.3
Nov,14,Tuesday,12,-2.7,534.1,0,0,1864.6
Nov,14,Tuesday,13,-1.4,413,0,0,1218.5
Nov,14,Tuesday,14,-0.9,382.1,0,0,1020.5
Nov,14,Tuesday,15,-0.5,292.3,0,0,1328.3
Nov,14,Tuesday,16,0,294.7,0,0,1023.8
Nov,14,Tuesday,17,0.5,433.3,0,0,690.8
Nov,14,Tuesday,18,0.9,472.8,0,0,508
Nov,14,Tuesday,19,1.4,433.3,0,0,508.1
Nov,14,Tuesday,20,2.3,450,0,0,420.1
Nov,14,Tuesday,21,3.1,420.8,0,0,401.9
Nov,14,Tuesday,22,4,10.1,0,0,119.3
Nov,14,Tuesday,23,4,11.6,0,0,77.4
Nov,15,Wednesday,0,4.5,12.3,0,0,78
Nov,15,Wednesday,1,5.1,14.7,0,0,79.1
Nov,15,Wednesday,2,5.6,16.7,0,0,80.8
Nov,15,Wednesday,3,6.1,18.5,13.8,4.1,76.8
Nov,15,Wednesday,4,6.6,21.9,13.8,4.1,76.9
Nov,15,Wednesday,5,6.8,19.3,14,4.1,118.8
Nov,15,Wednesday,6,7.1,412.8,14.2,4.2,311.4
Nov,15,Wednesday,7,7.3,372.8,15.4,4.6,491.1
Nov,15,Wednesday,8,7.7,194.6,21.8,6.5,1006.8
Nov,15,Wednesday,9,8,168.1,20.2,6.1,1022.9
Nov,15,Wednesday,10,8.4,182.4,20.8,6.3,1022.4
Nov,15,Wednesday,11,8.9,167.8,23.5,7.1,1023.2
Nov,15,Wednesday,12,9.4,168.8,21.3,6.5,1867.8
Nov,15,Wednesday,13,9.9,145.8,38,11.6,1226.6
Nov,15,Wednesday,14,10,148.3,47.3,14.5,1031.4
Nov,15,Wednesday,15,10.1,129.9,57.7,17.7,1342.3
Nov,15,Wednesday,16,10.2,135.5,69.5,21.3,1041.3
Nov,15,Wednesday,17,9.4,194.1,20.1,6.1,693.2
Nov,15,Wednesday,18,8.6,261.6,16.8,5.1,509.4
Nov,15,Wednesday,19,7.8,238.1,16.5,5,509.3
Nov,15,Wednesday,20,8,271,15.9,4.8,420.9
Nov,15,Wednesday,21,8.2,260.9,15.6,4.7,402.3
Nov,15,Wednesday,22,8.4,3,14.8,4.5,118.9
Nov,15,Wednesday,23,8.4,3.7,14.4,4.3,76.9
Nov,16,Thursday,0,8.3,4.8,14.3,4.3,76.9
Nov,16,Thursday,1,8.3,5.1,14.3,4.3,76.9
Nov,16,Thursday,2,8,6.3,14.2,4.3,76.8
Nov,16,Thursday,3,8,7.6,14.1,4.2,76.8
Nov,16,Thursday,4,8.1,8,14,4.2,76.8
Nov,16,Thursday,5,8,8.5,14.3,4.3,118.8
Nov,16,Thursday,6,8,361.1,14.4,4.3,311.5
Nov,16,Thursday,7,8.3,215.9,15.6,4.7,491.2
Nov,16,Thursday,8,8.1,177.7,32.8,9.8,1010.1
Nov,16,Thursday,9,8,142.2,44.3,13.3,1030.2
Nov,16,Thursday,10,8.4,141,51.9,15.6,1031.8
Nov,16,Thursday,11,9,136,63.1,19.1,1035.2
Nov,16,Thursday,12,8.9,139.6,42.8,13,1874.3
Nov,16,Thursday,13,8.9,107.2,82.7,25,1240.1
Nov,16,Thursday,14,8.6,102.5,88.3,26.7,1043.5
Nov,16,Thursday,15,8.2,108.8,89.4,26.9,1351.5
Nov,16,Thursday,16,7.9,104.1,92.5,27.7,1047.8
Nov,16,Thursday,17,8,159.4,19.3,5.8,692.9
Nov,16,Thursday,18,7.5,210.5,17.1,5.1,509.5
Nov,16,Thursday,19,7.1,236.9,16.6,5,509.3
Nov,16,Thursday,20,6.9,290.9,16,4.8,420.9
Nov,16,Thursday,21,6.8,329.3,16.1,4.8,402.4
Nov,16,Thursday,22,6.6,2.8,14.8,4.4,118.8
Nov,16,Thursday,23,7,3.1,14.5,4.3,76.8
Nov,17,Friday,0,6.5,3.8,14.3,4.2,76.8
Nov,17,Friday,1,6.1,5,14.2,4.2,76.8
Nov,17,Friday,2,6,5.5,14.1,4.2,76.7
Nov,17,Friday,3,5.9,6,0,0,82.4
Nov,17,Friday,4,5.8,7.2,0,0,81.6
Nov,17,Friday,5,6,7.4,14.3,4.2,118.7
Nov,17,Friday,6,5.7,386.6,0,0,316
Nov,17,Friday,7,5.5,240.5,0,0,494.5
Nov,17,Friday,8,5.6,180.8,29.1,8.5,1008.8
Nov,17,Friday,9,5.8,166.6,39.6,11.7,1028.5
Nov,17,Friday,10,5.9,140.8,43.9,12.9,1029.1
Nov,17,Friday,11,7,115.4,59.6,17.7,1033.8
Nov,17,Friday,12,7,123.9,38.9,11.6,1872.9
Nov,17,Friday,13,6.6,106.5,71.3,21.1,1236.1
Nov,17,Friday,14,6.6,103.3,77.1,22.8,1039.7
Nov,17,Friday,15,6.5,105.3,82.3,24.4,1349
Nov,17,Friday,16,6.5,96.9,88.3,26.1,1046.1
Nov,17,Friday,17,5.8,164.6,0,0,697
Nov,17,Friday,18,5.2,249.8,0,0,511.6
Nov,17,Friday,19,4.5,288.3,0,0,510.1
Nov,17,Friday,20,4.6,332.5,0,0,421.9
Nov,17,Friday,21,4.8,310.5,0,0,403.6
Nov,17,Friday,22,4.9,4.1,0,0,120.5
Nov,17,Friday,23,5,5.5,0,0,78.8
Nov,18,Saturday,0,5,6,0,0,78.8
Nov,18,Saturday,1,5.1,6.9,0,0,79
Nov,18,Saturday,2,5,8.5,0,0,78.8
Nov,18,Saturday,3,5,9.2,0,0,78.7
Nov,18,Saturday,4,4.9,9.9,0,0,78.5
Nov,18,Saturday,5,4.6,10.6,0,0,78.1
Nov,18,Saturday,6,4.4,389.7,0,0,312.4
Nov,18,Saturday,7,4.1,396.1,0,0,314.3
Nov,18,Saturday,8,4,317.6,0,0,488.8
Nov,18,Saturday,9,2,267.2,0,0,499.9
Nov,18,Saturday,10,0.1,419.3,0,0,512
Nov,18,Saturday,11,0.4,363.8,0,0,512.1
Nov,18,Saturday,12,0.7,456,0,0,1315.4
Nov,18,Saturday,13,1,448.9,0,0,585.4
